Name,Phone,Email,Category,Website,Linkedin,Facebook,Instagram,Rank,Twitter,Address,City,Zip,Google Pixel,FB Pixel,Criteo Pixel,Google Analytics,Has Schema JSON,Mobile Friendly?,Using Wordpress?,Using Shopify?,Yelp Rating,Yelp Count,FB Rating,FB Count,Google Rating,Google Count
Jones HVAC Service Inc.,(662) 832-3566,,Upgrade,,,,,,,Your Area,Arlington,76001,,,,,,,,,,,,,,
One Air Earth Hvac,(469) 595-0675,,Upgrade,,,,,,,3818  Anthony Dr,Mesquite,75150,,,,,,,,,,,,,,
Als Plumbing and HVAC,(972) 727-0805,,Upgrade,http://alsplumbing.com/service-area/allen/,,,,,,190 E Stacy Rd,Allen,75002,,,,,,,,,,,,,,
Purity Air Hvca,(972) 255-0524,,Upgrade,,,,,,,2300  Valley View Ln,Irving,75062,,,,,,,,,,,,,,
Rockwall HVAC Repair,(972) 521-3915,,Upgrade,http://www.rockwallhvacrepair.com/,,,,,,2931 Ridge Rd Ste 101,Rockwall,75032,y,,,y,,y,,,5,1,,,,
Swift HVAC and Refrigeration Services,(940) 208-9191,,Upgrade,http://www.swifthvacandrefrigeration.com,,https://www.facebook.com/SwiftHVACandRefrigeration,,,,,Denton,76208,,,,,,y,,,,,,,,
Cool Temp Hvac-R Supplies,(972) 554-0091,,Upgrade,,,,,,,617 E 2nd St,Irving,75060,,,,,,,,,,,,,,
Two Js Hvac,(817) 684-7374,,Upgrade,,,,,,,2612  New Bedford Ct,Bedford,76022,,,,,,,,,,,,,,
Eco-Tech Plumbing & HVAC,(817) 680-9639,,Upgrade,http://www.eco-techplumbing.com/,,,,,,13232 Austin Stone Dr,Haslet,76052,,,,y,,,,,,,,,,
Frost Brothers Hvac Service,(214) 435-9080,,Upgrade,,,,,,,320  Smith St,Lewisville,75057,,,,,,,,,,,,,,
Metroplex Hvac Services,(817) 516-7334,,Upgrade,,,,,,,6514  Daisy Dr,Arlington,76017,,,,,,,,,,,,,,
Northstar Hvac Services,(972) 292-3000,,Upgrade,,,,,,,591  Diamond Point Dr,Oak Point,75068,,,,,,,,,,,,,,
Frost Brothers Heat and Air Conditioning,(972) 874-1001,,Upgrade,http://www.frostac.com,,https://www.facebook.com/Frostac/,,,,817 S Mill St,Lewisville,75057-4637,,,,y,,y,y,,,,5,1,,
RMS Hvac USA,(214) 769-0122,,Upgrade,,,,,,,1914  Ledgemont Ct,Allen,75013,,,,,,,,,,,,,,
R&R Hvac Contractors,(817) 944-5440,,Upgrade,,,,,,,5805  Acapulco Dr,North Richland Hills,76180,,,,,,,,,,,,,,
North Texas Hvac,(817) 470-5172,,Upgrade,,,,,,,2001  Holley Pkwy,Roanoke,76262,,,,,,,,,,,,,,
North Texas HVAC LLC,(817) 717-1855,,Upgrade,http://www.northtxhvac.com,,https://www.facebook.com/pages/North-Texas-HVAC-LLC/205949849474764,,,,,Southlake,76092,,,,y,,,y,,,,5,18,,
Frost Brothers Hvac,(972) 874-1001,,Upgrade,http://www.americanstandardair.com/,,https://www.facebook.com/AmericanStandardAir,,,,3501 Sunnyview Ln,Flower Mound,75022,,,,y,,y,,,,,,,,
Montgomery HVAC Service Co,(972) 442-5171,,Upgrade,http://www.montgomerysvc.com/,,https://www.facebook.com/montgomerysvc/,,,,"LLC,  2815 Sachse Rd,  Wylie,  TX 75098",Wylie,75098,,,,y,y,y,y,,4,10,,,5,17
"Home Remodeling,Certified HVAC Tech. Plumbing and Electrical.",(682) 300-5861,,Upgrade,,,,,,,8620 Meadow Way Lane,Alvarado,76009,,,,,,,,,,,,,,
Top Hvac Service,(214) 934-6728,,Upgrade,,,,,,,2025  Lakepointe Dr,Lewisville,75057,,,,,,,,,,,1,1,,
Lewis Ramseur Hvac,(972) 475-2112,,Upgrade,,,,,,,8706  Creekside Dr,Rowlett,75089,,,,,,,,,,,,,,
HVAC Building Services Inc,(972) 842-2068,,Upgrade,,,,,,,1710 Loop 561,Ferris,75125-8456,,,,,,,,,,,,,,
Lewiss Plano HVAC Van,(469) 270-8761,,Upgrade,,,,,,,1017 N Central Expy,Plano,75075,,,,,,,,,,,,,,
Roberts Hvac Service Company,(469) 939-3612,,Upgrade,,,,,,,3310  Larkin Ln,Rowlett,75089,,,,,,,,,,,,,,
"Rms Hvac USA, Llc",(214) 769-0122,,Upgrade,,,,,,,2033 West Mc Dermott Road,Allen,75013,,,,,,,,,,,,,,
C and C of North Texas,(817) 755-1728,,Upgrade,http://www.dcmechanicalservice.com/,,,,,,10720 Tube Dr,Hurst,76053-7920,,,,y,,y,,,,,5,1,,
Art Electric and HVAC,(972) 475-0385,,Upgrade,http://www.artsairconditioningrepair.com/,https://www.linkedin.com/company/art-electric-,https://www.facebook.com/ArtElectricHVAC/,,,https://www.twitter.com/artelectrichvac,5014 Southport Dr,Rowlett,75088-2801,y,,,y,,y,,,,,,,,
United Rentals,(817) 419-6345,,Upgrade,https://www.unitedrentals.com/locations/tx/arlington/power-hvac-rentals/h40,https://www.linkedin.com/company/united-rentals,https://www.facebook.com/United-Rentals-200631115132/,,,https://www.twitter.com/United_Rentals,1012 W Harris Rd,Arlington,76001,,,,y,,y,,,,,,,4.3,3
Rods Electrical and Lighting HVAC,(817) 534-0696,,Upgrade,http://www.rodtheelectrician.com,,,,,,3727 S Little John Ave,Fort Worth,76105,,,,,,,,,,,4.8,11,,
3 Stars Hvac/Heater,(972) 288-2941,,Upgrade,,,,,,,12604  Ridgeside Dr,Balch Springs,75180,,,,,,,,,,,,,,
Engineered Comfort HVAC,(817) 264-2852,,Upgrade,,,,,,,P.O. Box 330672,Fort Worth,76102,,,,,,,,,,,5,27,,
AIR 2 AIR Heating & Air Conditioning,(214) 772-8538,,Upgrade,http://www.air2airhvac.com,,,,,,P.O. Box 451901,Garland,75045,,,,,,y,,,,,5,6,,
Trendsetters Air Conditioning,(214) 837-3576,,Upgrade,,,,,,,101 E US Highway 80,Forney,75126,,,,,,,,,,,5,8,,
RL Services,(817) 564-3975,,Upgrade,http://raymondlopezservices.com,,,,,,Buckeye St.,Fort Worth,76137,y,,,y,y,y,,,5,3,5,1,,
Tam Hvacr,(972) 223-2901,,Upgrade,,,,,,,203  Dancing Light Ln,Red Oak,75154,,,,,,,,,,,,,,
Jaric A/C and Heating Company,(972) 423-1279,,Upgrade,http://www.gojaric.com,,https://www.facebook.com/pg/Jaric-Air-Conditioning-and-Heating-Company-Since-1973-240624231611/,,,,825 Watters Creek Blvd,Allen,75013,y,,,y,y,y,y,,3.5,3,4.8,11,4.6,9
"Hamil, Harrison & Co.",(972) 875-5747,,Upgrade,http://www.hhhhvac.com/,,,,,,805 Lake Bardwell Dr,Ennis,75119,,y,,y,,y,,,,,5,4,5,28
Hvacbusinesspartner,(580) 284-7434,,Upgrade,,,,,,,,Frisco,75035,,,,,,,,,,,,,,
Morrison’s Heating and Air,(940) 597-6099,,Upgrade,http://morrisonsheatingandair.com,,,,,,"706 S Locust St,  Denton,  TX 76201",Denton,76201,,,,,,,,,5,1,4.9,9,4.8,18
Savage Heating & Air Conditioning,(972) 422-5797,,Upgrade,http://www.savageair.com,,,,,,1920 K Ave,Plano,75074,,,,,,,,,,,4.8,5,,
Firehouse Heating and Air,(469) 247-3234,,Upgrade,,,,,,,,,,,,,,,,,,,,,,5,16
Strike Force Heating & Air LLC,(214) 570-4966,,Upgrade,http://www.hvacrepairdallastx.com/,https://www.linkedin.com/in/toby-puttrich-50aa0441/,https://www.facebook.com/StrikeForceHeatingAndAirConditioning/,,22,,"13575 Goldmark G114,  Dallas,  TX 75240",,13575,,,,y,,y,,,,,,,4.8,29
Air Force One Air Conditioning,(214) 242-6977,,Upgrade,https://www.airforce1ac.com/,,https://www.facebook.com/AirForceOneAC/,,10,https://www.twitter.com/AirForceOneAC,"10226 Plano Rd %23106,  Dallas,  TX 75238",,10226,y,y,,y,,y,,,,,,,4.5,72
"Climate Tech Air Conditioning & Heating, LLC",(972) 254-6283,,Upgrade,http://www.theclimatetech.com/,,https://www.facebook.com/ClimateTechAC,,42,https://www.twitter.com/climatetechac,"LLC,  13657 Jupiter Rd %23111,  Dallas,  TX 75238",,13657,,,,y,,y,y,,,,,,4.4,23
Sala Air Conditioning,(214) 742-7252,,Upgrade,http://salaair.com/,,https://www.facebook.com/Sala-Air-Conditioning-165214570180018/,,27,https://www.twitter.com/salaair,"4530 Mint Way,  Dallas,  TX 75236",Dallas,75236,,,,,,y,,,4.5,15,,,5,10
Aire Serv of Dallas,(972) 992-5648,,Upgrade,https://www.aireserv.com/dallas/,https://www.linkedin.com/company/aire-serv,https://www.facebook.com/AireServLLC,,55,https://www.twitter.com/AireServ,"5930 Lyndon B Johnson Fwy %23250,  Dallas,  TX 75240",,23250,y,y,,y,,y,,,,,,,5,19
"Aire Texas Residential Services, Inc.",(972) 544-4811,,Upgrade,https://www.airetexas.com/,,https://www.facebook.com/airetexas/,,31,https://www.twitter.com/airetexas,"Inc.,  13650 T I Blvd %23202,  Dallas,  TX 75243",,13650,y,y,,y,,y,,,,,,,4.8,295
Efficient Home Solutions,(214) 612-7493,,Upgrade,http://ehshvac.com/,https://www.linkedin.com/company/efficient-home-solutions,https://www.facebook.com/EHSHVAC,,23,https://www.twitter.com/Efficienthomsol,"10000 S Central Expy %23400,  Dallas,  TX 75231",,10000,,,,y,,y,y,,,,,,4.8,65
Hooper Plumbing & Air Conditioning,(214) 363-2543,,Upgrade,https://www.hooperplumbing.com/,,https://www.facebook.com/pages/Hooper-Plumbing-AC/347330466519,,,https://www.twitter.com/HooperPlumbing,6725 Hillcrest Ave Suite A,Dallas,75205,y,,,y,y,y,y,,4.5,8,4.2,7,4.4,23
"Wilson Heating, Air & Plumbing",(214) 655-2665,,Upgrade,http://www.wilsonsvc.com/,,,,35,,"Air %26 Plumbing,  10528 Garland Rd,  Dallas,  TX 75218",,10528,,,,y,,y,,,,,,,3.5,39
Lumart Air Conditioning And Heating,(972) 243-5508,,Upgrade,http://www.lumarthvacengineering.com/,,,,,,"11126 Shady Trail,  Dallas,  TX 75229",,11126,,,,,,y,y,,,,,,1.1,15
Guardian Services,(214) 637-1520,,Upgrade,https://guardiandallas.com/,https://www.linkedin.com/company/guardian-services,https://www.facebook.com/pages/Guardian-Services/227152390643918,,,https://www.twitter.com/GuardianTexas,"11522 Pagemill Rd,  Dallas,  TX 75243",,11522,y,y,,y,,y,y,,,,,,4.9,7
Allen HVAC Services,(214) 632-7422,,Upgrade,http://allenhvac.net/,,,,,,"10311 Crittendon Dr,  Dallas,  TX 75229",,10311,,,,y,,,,,,,,,,
Air Patrol Air Conditioning & Heating,(214) 261-0034,,Upgrade,http://www.airpatrolac.com/,,https://www.facebook.com/pages/AIR-PATROL-AIR-CONDITIONING-HEATING/250337326901,,59,https://www.twitter.com/Airpatrolac,"13644 Neutron Rd Suite 100,  Dallas,  TX 75244",,13644,y,,,y,,y,y,,,,,,5,15
Frymire Home Services,(972) 535-6923,,Upgrade,http://www.frymire.com/,,https://www.facebook.com/frymireservices/,,9,https://www.twitter.com/frymirehs,"2818 Satsuma Dr,  Dallas,  TX 75229",Dallas,75229,y,,,y,y,y,,,3,88,,,4.6,639
City Wide Mechanical Inc,(214) 821-8468,,Upgrade,https://www.citywidemechanical.com/,https://www.linkedin.com/company/wix-com,https://www.facebook.com/pages/City-Wide-Mechanical-Inc,,,,3825 Bryan St,Dallas,75204,,,,,,y,,,,,3.1,8,2.9,8
Fillmore Air Conditioning Service & Repair,(214) 431-5789,,Upgrade,http://www.fillmorehvac.net/,,,,,,"7010 Fillmore Dr,  Dallas,  TX 75235",,75235,,,,,,y,,,,,,,4.2,5
CityLine Air Conditioning,(972) 776-4455,,Upgrade,https://www.citylineairconditioning.com/,,https://www.facebook.com/citylineac/,,12,https://www.twitter.com/,"11127 Shady Trail %23101,  Dallas,  TX 75229",,11127,y,,,y,,y,,,,,,,5,7
Trane HVAC Parts & Supplies,(214) 932-1221,,Upgrade,http://www.trane.com/,,,,45,,"5200 E Grand Ave Ste 520,  Dallas,  TX 75223",,75223,,,,,,y,,,,,,,3.9,8
Baker Distributing Company,(214) 638-5141,,Upgrade,http://www.bakerdist.com/,https://www.linkedin.com/company/baker-distributing-company/,https://www.facebook.com/BakerDist,,,https://www.twitter.com/bakerdist,"10701 N Stemmons Fwy,  Dallas,  TX 75220",,10701,,,,y,,y,,,,,,,4,2
Sears Heating and Air Conditioning,(214) 960-5972,,Upgrade,https://www.searshomeservices.com/locations/hi/hvac/tx/dallas,,https://www.facebook.com/Sears-Home-Services-482206868604897/,,,https://www.twitter.com/searshomeexpert,"3450 W Camp Wisdom Rd,  Dallas,  TX 75237",,75237,y,,,,,y,,,,,,,3.7,19
HVAC Repair Chief Dallas,(469) 620-1937,,Upgrade,http://www.chiefhvacrepair.com/heating-air-conditioning-contractors-dallas-tx/,,,,,,"4407 Kushla Ave,  Dallas,  TX 75216",,75216,,,,,,y,y,,,,,,5,1
Johnstone Supply,(210) 829-1934,,Upgrade,https://www.johnstonesupply.com/storefront/store41/home.ep,,https://www.facebook.com/JohnstoneSupplyDFW/,,,https://www.twitter.com/Johnstone_NO,"9311 Broadway St %23200,  San Antonio,  TX 78217",,23200,y,,,y,,y,y,,,,,,2.9,10
Appliance & Air Care Experts,(972) 771-5987,,Upgrade,http://www.aace.biz/,,https://www.facebook.com/ApplianceAndAirCareExperts/,,36,,"2701 Fondren Dr %23133,  Dallas,  TX 75206",,23133,,,,y,,y,,,,,,,4.9,231
Industrial Controls,(972) 671-1996,,Upgrade,http://www.industrialcontrolsonline.com/,https://www.linkedin.com/company/industrial-controls-distributors-llc,https://www.facebook.com/IndustrialControlsDistributors,,,https://www.twitter.com/IndControls,"10800 N Stemmons Fwy,  Dallas,  TX 75220",,10800,,,,y,,,y,,,,,,5,1
"A/C DFW Experts, LLC",(855) 522-3393,,Upgrade,,,,,,,"LLC,  15950 N Dallas Parkway,  suite 400,  Dallas,  TX 75252",,15950,,,,,,,,,,,,,3,8
Hedricks Service Now,(214) 503-1411,,Upgrade,http://www.callservicenow.com/,,https://www.facebook.com/pages/Hedricks-Service-Now/275752695963574,,,https://www.twitter.com/HedricksService,"11130 Petal St %23100,  Dallas,  TX 75238",,11130,,,,y,,y,y,,,,,,5,71
Son of Man Air and Heat,(214) 431-4116,,Upgrade,http://www.planohvaccontractor.com/,,,,,,"2030 Empire Central %23104,  Dallas,  TX 75235",,23104,,,,,,y,,,,,,,5,2
Underwood Heating & Air Conditioning,(214) 946-5161,,Upgrade,,,,,,,"1903 W 10th St,  Dallas,  TX 75208",,75208,,,,,,,,,,,,,5,2
New Generation Mechanical,(972) 830-9900,,Upgrade,http://www.newgenm.com/,,,,,,1133 Empire Central Dr,Dallas,75247,,,,,,y,,,,,5,1,3,2
Ashcraft Company Inc,(214) 361-6611,,Upgrade,http://www.ashcraftcompany.com/,,,,,,"7027 Twin Hills Ave,  Dallas,  TX 75231",,75231,,,,,,y,y,,,,,,4.7,3
Advanced Home Comfort,(972) 996-2511,,Upgrade,https://www.advancedhomecomfort.com/,,https://www.facebook.com/advancedhomecomfort/,,98,https://www.twitter.com/AdvancedHomeTX,"9774 Skillman St,  Dallas,  TX 75243",Dallas,75243,y,,,y,y,y,y,,3,4,,,4.3,13
Heating & Air Condtioning Dallas,(682) 582-8811,,Upgrade,,,,,,,"2858 Royal Ln %23522,  Dallas,  TX 75229",,23522,,,,,,,,,,,,,4.5,2
Heating and Air Conditioning Service Dallas,(214) 740-4099,,Upgrade,https://heating-and-air-conditioning-service-dallas.business.site/,,,,,,"11538 Harry Hines Blvd,  Dallas,  TX 75229",,11538,y,,,y,,y,,,,,,,,
Heating & AC Dallas,(972) 435-6635,,Upgrade,,,,,,,"2560 Southwell Rd %23446,  Dallas,  TX 75229",,23446,,,,,,,,,,,,,5,1
Dallas Heating & AC,(682) 463-1133,,Upgrade,,,,,,,"10758 N Stemmons Fwy %23729,  Dallas,  TX 75220",,10758,,,,,,,,,,,,,4,1
Pro Heating & Air Condtioning of Dallas,(469) 414-3811,,Upgrade,,,,,,,"12045 Shiloh Rd %23311,  Dallas,  TX 75228",,12045,,,,,,,,,,,,,,
Dallas Heating & Air Condtioning,(682) 334-8607,,Upgrade,,,,,,,"3650 N Buckner Blvd %23904,  Dallas,  TX 75228",,23904,,,,,,,,,,,,,5,1
Service Pros Heating & Air Condtioning Dallas,(682) 277-2760,,Upgrade,,,,,,,"7474 Fair Oaks Ave %23787,  Dallas,  TX 75231",,23787,,,,,,,,,,,,,5,1
HVAC Dallas Training Center,(214) 218-6173,,Upgrade,http://hvacdallastrainingcenter.com/index.php/contact/,,,,,,,,,,,,,,y,y,,,,,,4,1
"New Generation HVAC, LLC",(972) 478-5570,,Upgrade,,,,,,,"LLC,  10950 Dennis Rd,  Dallas,  TX 75229",,10950,,,,,,,,,,,,,5,1
Commercial HVAC Contractors Dallas,(469) 620-8339,,Upgrade,https://commercial-hvac-contractors-dallas.business.site/,,,,,,"2515 Thomas Ave,  Dallas,  TX 75201",,75201,y,,,y,,y,,,,,,,,
Emergency HVAC Repair Dallas,(214) 238-9127,,Upgrade,https://emergency-hvac-repair-dallas.business.site/,,,,,,"330-340 E,  Ann Arbor Ave,  Dallas,  TX 75216",,75216,y,,,y,,y,,,,,,,,
Randel Glass Mechanical HVAC,(214) 887-8300,,Upgrade,,,,,,,"3735 W Bay Cir,  Dallas,  TX 75214",,75214,,,,,,,,,,,,,,
ARS Rescue Rooter,(214) 503-8000,,Upgrade,https://www.ars.com/,https://www.linkedin.com/company/6892/,https://www.facebook.com/ARSRescueRooter,,97,https://www.twitter.com/ARSRescueRooter,3403 E. John W. Carpenter Frwy,Irving,75062,,,,y,y,y,,,2.5,3,3.9,21,4.4,269
All American HVAC,(214) 660-7181,,Upgrade,,,,,,,"11212 Castolon Dr,  Dallas,  TX 75228",,11212,,,,,,,,,,,,,,
A/C Services DFW,(214) 554-4177,,Upgrade,,,,,,,"719 Ella Ave,  Dallas,  TX 75217",,75217,,,,,,,,,,,,,5,3
No Horsing Around AC and Heating,(214) 729-4515,,Upgrade,,,,,,,"8516 S Lancaster Rd,  Dallas,  TX 75241",,75241,,,,,,,,,,,,,5,1
Aire Master,(972) 437-5016,,Upgrade,http://www.airemasterac.com/,,,,,,"9430 Skillman St,  Dallas,  TX 75243",,75243,,,,y,,,,,,,,,5,2
Power Smart Technologies LLC,(214) 432-4488,,Upgrade,,,,,,,"3309 Elm St,  Dallas,  TX 75226",,75226,,,,,,,,,,,,,,
Greener Home Solutions,(214) 295-8557,,Upgrade,,,,,,,"3400 Main St,  Dallas,  TX 75226",,75226,,,,,,,,,,,,,5,1
"Precision Climate, LLC",(678) 752-1592,,Upgrade,,,,,,,"LLC,  1628 Panama Pl,  Dallas,  TX 75215",,75215,,,,,,,,,,,,,5,1
L.J. Wing Heating & Manufacturing,(214) 638-6010,,Upgrade,http://www.ljwing.com/,,,,,,"4830 Transport Dr,  Dallas,  TX 75247",,75247,,,,y,,,,,,,,,,
Collin Creek Duct Cleaning,(972) 627-4727,,Upgrade,https://www.collincreekductcleaning.com,https://www.linkedin.com/company/collin-creek-duct-cleaning/,https://www.facebook.com/Collin-Creek-Duct-Cleaning-964151193657563/,,,https://www.twitter.com/CollinCreekDuct,9711 Buxhill Dr,Dallas,75238,y,,,y,y,y,,,4.5,18,,,5,17
MORSCO HVAC Supply,(972) 242-0202,,Upgrade,https://www.morscohvacsupply.com/,,,,,,"1402 Dunn Dr,  Carrollton,  TX 75006",,75006,,,,y,,y,,,,,,,3.5,12
Ken HVAC Contracting,(305) 440-0012,,Upgrade,,,,,,,"5301 Alpha Rd %2365,  Dallas,  TX 75240",,75240,,,,,,,,,,,,,,
AACA Parts & Supplies,(972) 289-5344,,Upgrade,http://www.aacapartsandsupplies.com/,,https://www.facebook.com/aacapartsandsupplies,,,https://www.twitter.com/aacapartsguys,3227 Military Pkwy,Mesquite,75149,,,,,,y,y,,,,4.4,23,4.1,40
Noonan Heating & Air Conditioning,(972) 449-8488,,Upgrade,,,,,,,"2351 W Northwest Hwy,  Dallas,  TX 75220",,75220,,,,,,,,,,,,,5,7
University Park HVAC Care,(972) 597-1858,,Upgrade,https://university-park-hvac-care.business.site/,,,,,,"6130 Luther Ln,  Dallas,  TX 75225",,75225,y,,,y,,y,,,,,,,5,1
D & P HVAC Solutions,(972) 895-7072,,Upgrade,https://d-p-hvac-solutions.business.site/,,,,,,"1622 Main St,  Dallas,  TX 75201",,75201,y,,,y,,y,,,,,,,5,3
Lex Air Conditioning and Heating,(972) 201-9608,,Upgrade,http://www.lexairconditioning.com/,,https://www.facebook.com/LexAirConditioning,,,https://www.twitter.com/lexairandheat,"1610 N Interstate 35E %23204,  Carrollton,  TX 75006",,23204,y,y,,y,,y,y,,,,,,4.7,144
Cate and Company,(972) 243-4994,,Upgrade,http://catehvac.com/,https://www.linkedin.com/company/25075426/,https://www.facebook.com/Cate-And-Company-HVAC-136778509745456/,,,https://www.twitter.com/catehvac,"11282 Indian Trail,  Dallas,  TX 75229",,11282,,,,y,,y,,,,,,,4.8,6
Sheffield Heating & Air Conditioning,(972) 597-2592,,Upgrade,,,,,,,"6300 Samuell Blvd,  Dallas,  TX 75228",,75228,,,,,,,,,,,,,4.2,21
Owen Services LLC,(972) 983-6936,,Upgrade,http://www.facebook.com/owenservicesllc,,https://www.facebook.com/owenservicesllc/,,,,"1715 Chestnut St,  Dallas,  TX 75226",,75226,y,,,y,,,,,,,,,5,1
Vanguard Heating & Cooling,(972) 752-6010,,Upgrade,,,,,,,"1140 Empire Central Pl,  Dallas,  TX 75247",,75247,,,,,,,,,,,,,,
Kings Heating & Cooling,(972) 851-6951,,Upgrade,,,,,,,"1141 Empire Central Pl,  Dallas,  TX 75247",,75247,,,,,,,,,,,,,5,9
Schindler Refrigeration Co,(214) 357-1992,,Upgrade,http://www.schindlerrefrigeration.com/,,,,,,"10921 Shady Trail %23 104,  Dallas,  TX 75220",,10921,,,,,,y,y,,,,,,4,1
Freedom Heating & Air,(214) 306-8456,,Upgrade,https://www.freedomcooling.com/,,https://www.facebook.com/freedomcooling/,,48,https://www.twitter.com/FREEDOMHVAC,"3410 North I-35E %23A,  Lancaster,  TX 75134",Lancaster,75134,y,,,y,y,y,y,,4,8,,,4.7,49
Crawford Services Inc,(972) 271-3935,,Upgrade,,,,,,,"1808 Market Center Blvd,  Dallas,  TX 75207",,75207,,,,,,,,,,,,,,
Ellis Air Conditioning & Heating,(972) 362-1501,,Upgrade,https://ellisac.com/,,https://www.facebook.com/EllisAirConditioning,,79,,"1717 McKinney Ave %23700,  Dallas,  TX 75202",,23700,,y,,y,,y,y,,,,,,,
Tiger star decks and HVAC,(972) 391-3220,,Upgrade,https://stars-decking.business.site/,,,,,,"13354 Emily Rd %23134,  Dallas,  TX 75240",,13354,y,,,y,,y,,,,,,,,
Johnstone Supply,(214) 341-0077,,Upgrade,http://johnstonesupplydfw.com/,,https://www.facebook.com/JohnstoneSupplyDFW/,,,,"3520 W Miller Rd %23120,  Garland,  TX 75041",,23120,y,,,y,,y,y,,,,,,3.2,13
Freedom Heating & Air,(214) 434-1391,,Upgrade,https://freedomcooling.com/,,https://www.facebook.com/freedomcooling/,,48,https://www.twitter.com/FREEDOMHVAC,,,,y,,,y,,y,y,,,,,,5,1
Walker Air Conditioning & Heating Inc.,(972) 492-5537,,Upgrade,http://www.walkerac.com/,,https://www.facebook.com/walkeracandheating/,,28,,"2909 Live Oak Dr,  Mesquite,  TX 75150",,75150,,,,y,,y,y,,,,,,3.8,19
Conditioned Air Services Inc.,(972) 263-1800,,Upgrade,http://www.conditionedairservice.com/,,https://www.facebook.com/frymireservices/,,,https://www.twitter.com/frymirehs,"217 S Belt Line Rd,  Grand Prairie,  TX 75051",Grand Prairie,75051,y,,,y,y,y,,,1.5,2,,,3.2,12
Johnstone Supply Warehouse,(214) 451-5000,,Upgrade,http://www.johnstonesupply.com/,,,,,,"2200 Danieldale Rd,  Lancaster,  TX 75134",,75134,,,,y,,,,,,,,,2.7,3
Johnson Supply,(972) 494-0148,,Upgrade,http://www.johnsonsupply.com/,,https://www.facebook.com/JohnsonSupply,,,https://www.twitter.com/JohnsonSupply/,"1036 S Jupiter Rd %23300,  Garland,  TX 75042",,23300,,,,y,,y,,,,,,,4.4,15
King Air Conditioning & Heating,(469) 656-8021,,Upgrade,http://kingairinc.com,,https://www.facebook.com/pg/KingAirInc/reviews/,,,https://www.twitter.com/kingairinc1,1800 Commerce St,Garland,75040,,y,,y,y,y,y,,4,7,4.2,15,4.8,80
Rescue Air Heating and Cooling,(972) 201-3253,,Upgrade,http://www.rescueairtx.com,,https://www.facebook.com/pages/Rescue-Air-Heating-and-Cooling/406084009535254,,47,https://www.twitter.com/RescueAirTX,1002 N Central Expy,Richardson,75080,y,y,,y,y,y,,,4.5,89,5,271,4.9,541
StrikeForce Heating & Air,(214) 570-4966,,Upgrade,http://www.hvacrepairdallastx.com/,https://www.linkedin.com/in/toby-puttrich-50aa0441/,https://www.facebook.com/StrikeForceHeatingAndAirConditioning/,,22,,13575 GoldMark,Dallas,75240,,,,y,,y,,,4.5,23,4.7,19,,
Blue Ribbon Heat and Air,(214) 823-8888,,Upgrade,http://www.blueribbonheatandair.com,,https://www.facebook.com/Blue-Ribbon-Heat-and-Air-972488522827590/,,,,1818 Ih 35 E,Carrollton,75006,,,,,,y,,,4.5,33,,,5,11
Jesse’s AC & Appliance,(214) 660-8898,,Upgrade,http://jessesac.com/,https://www.linkedin.com/pub/jesse-simmons/14/a20/b17,https://www.facebook.com/pages/Dallas-TX/Jesses-AC-Appliance-Service/105367329507175,,,,9835 Donegal Dr,Dallas,75218,,,,,,,,,4.5,53,4.7,45,,
The Air Guy,(214) 601-1758,,Upgrade,http://www.irving-air.com,,https://www.facebook.com/irvingair/,,,https://www.twitter.com/Theairguyhvac,3301 Conflans Rd,Irving,75061,,,,y,y,y,y,,4.5,26,5,34,,
HomeSafe Dryer Vent Cleaning,(214) 681-9848,,Upgrade,https://www.homesafeventcleaning.com,,https://www.facebook.com/HomeSafeDVS/,,,,801 Secretary Dr,Arlington,76015,y,y,,y,,y,,,5,37,5,64,4.9,44
Diversified Heat and Air,(972) 913-2510,,Upgrade,,,,,,,12020 Garden Grove Dr,Dallas,75253,,,,,,,,,4,7,,,,
Efficient Home Solutions,(972) 734-1202,,Upgrade,http://ehshvac.com/,https://www.linkedin.com/company/efficient-home-solutions,https://www.facebook.com/EHSHVAC,,23,https://www.twitter.com/Efficienthomsol,"1105 E Plano Pkwy %232,  Plano,  TX 75074",Plano,75074,,,,y,y,y,y,,4,30,,,4.9,59
Miles Mechanical AC & Heating,(214) 584-4164,,Upgrade,http://www.airconditioningindallastx.com,,,,,,,Dallas,75232,,,,,,,,,5,2,,,,
Climate Tech A/C & Heating,(972) 254-6283,,Upgrade,http://www.theclimatetech.com,,https://www.facebook.com/ClimateTechAC,,42,https://www.twitter.com/climatetechac,13657 Jupiter Rd,Dallas,75238,y,,,y,y,y,y,,3.5,5,4.7,23,,
Sun Air Conditioning,(214) 956-9151,,Upgrade,https://sunairandheating.com,,,,,,3321 Towerwood Dr,Dallas,75234,,,,,,,,,4.5,3,,,,
Bee Prestigious Plumbing,(214) 924-2105,,Upgrade,http://beeprestigious.com,,,,,,,Dallas,75287,,,,,,y,,,5,155,,,,
Hancock’s Heating & Air,(214) 738-5040,,Upgrade,https://hancocksheatingandair.com,,https://www.facebook.com/Hancocks-Heating-Air-llc-1032803530239809/,,,,6205 Bexar St,Dallas,75215,,,,,,y,,,,,,,,
